id,period,sheet_name,source_row,date_display,start_date,end_date,year,title,category,item_kind,count,verification_status,public_note
TV01104,4. Dönem (2006–2010),4. DÖNEM,10,14-18 Mart 2006,2006-03-14,2006-03-18,2006,Osmanlıca kursları başladı,Kurs/Seminer,event,1,verified,
TV01105,4. Dönem (2006–2010),4. DÖNEM,11,20 Mart 2006,2006-03-20,,2006,"""Günümüzde Kent Müzeleri"" Konferansı , David Fleming, Yapı Kredi Kültür Merkezi",Konferans/Söyleşi,event,1.0,verified,
TV01106,4. Dönem (2006–2010),4. DÖNEM,12,21 Mart - 9 Haziran 2006,,,2006,"Yunan Dili ve Tarihi Semineri düzenlendi:Salı-Perşembe 18:30-20:30: Yrd. Doç. Dr. Elçin Macar - Yunanca dil eğitimi, Ege tarihi, Bizans-Osmanlı, azınlıklar, Rum Patrikhanesi gezileri",Gezi,event,1,uncertain_date,
TV01107,4. Dönem (2006–2010),4. DÖNEM,14,24 Mart 2006,2006-03-24,,2006,Nisan ayı gönüllü toplantısı 1 Nisan'da: Darphane,İç Toplantı,organizational,1.0,verified,
TV01108,4. Dönem (2006–2010),4. DÖNEM,15,28 Mart 2006,2006-03-28,,2006,Hacivat Karagöz Neden Öldürüldü? özel gösterimi,Sinema,event,,verified,
TV01109,4. Dönem (2006–2010),4. DÖNEM,16,30 Mart-13 Nisan 2006,,,2006,"""Belleklerde İstanbul"" Sergisi , Darphane-i Amire, Salon 4.1, İstanbul",Sergi,event,1,uncertain_date,
TV01110,4. Dönem (2006–2010),4. DÖNEM,17,8 - 28 Nisan 2006,2006-04-08,2006-04-28,2006,"Zamanın Lale Hali (Lale motifli eserler sergisi): Darphane-i Amire, İstanbul",Sergi,event,1,verified,
TV01111,4. Dönem (2006–2010),4. DÖNEM,18,14 Nisan 2006,2006-04-14,,2006,"Müzecilik Konferansları Serisi’nin yedincisi gerçekleştirildi. ,Oslo Kent Müzesi Müdürü Lars Roede., Yapı Kredi Kültür Merkezi Sermet Çifter Salonu.",Konferans/Söyleşi,event,1.0,verified,
TV01112,4. Dönem (2006–2010),4. DÖNEM,19,15 Nisan 2006,2006-04-15,,2006,"Konferans: Volkan Aytar: “Çoğul Sesler: İstanbul’da Kent, Toplum ve Müzik”, Darphane-i Amire Binaları, İstanbul",Konferans/Söyleşi,event,1.0,verified,
TV01113,4. Dönem (2006–2010),4. DÖNEM,21,Nisan 2006,,,2006,"Osmanlıca, Latince, Yunanca ve Belgesel Sinema seminerleri, Tarih Vakfı Ankara Temsilciliği",Kurs/Seminer,event,4,needs_review,
TV01114,4. Dönem (2006–2010),4. DÖNEM,23,18 - 24 Nisan 2006,2006-04-18,2006-04-24,2006,"Sergi: Eyüp Oyuncakları Sergisi: AB Bilgi Merkezi, Taksim – İstanbul",Sergi,event,1,verified,
TV01115,4. Dönem (2006–2010),4. DÖNEM,24,21-22 Nisan 2006,2006-04-21,2006-04-22,2006,Uluslararası Kent Müzeleri Sempozyumu: Antalya,Sempozyum,event,1,verified,
TV01116,4. Dönem (2006–2010),4. DÖNEM,25,30 Nisan 2006,2006-04-30,,2006,Tarih Vakfı 6. Genel Kurulu yapıldı: Halim Bulutoğlu başkan oldu. (Başkanlık süresi: 2006-2008),,organizational,,uncertain_category,
TV01117,4. Dönem (2006–2010),4. DÖNEM,26,Mayıs 2006,,,2006,1. Uluslararası Mardin Tarihi Sempozyumu,Sempozyum,event,1,needs_review,
TV01118,4. Dönem (2006–2010),4. DÖNEM,27,2006-05-01 00:00:00,,,2006,Proje Hazırlığı: Türkiye’nin İnsanları Projesi: Proje hazırlık sürecinin devam ettiği duyurusu: Türkiye geneli,Proje (Diğer),project,1,uncertain_date,
TV01119,4. Dönem (2006–2010),4. DÖNEM,28,2006-05-05 00:00:00,,,2006,"Anma Programı / Belgesel: Haldun Özen’i Saygıyla Andık, Ankara",Panel,event,1,uncertain_date,
TV01120,4. Dönem (2006–2010),4. DÖNEM,29,06 Mayıs 2006,2006-05-06,,2006,"Tarih Vakfı Gönüllü Toplantısı: Darphane, İstanbul",İç Toplantı,organizational,1.0,verified,
TV01121,4. Dönem (2006–2010),4. DÖNEM,30,20 Mayıs 2006,2006-05-20,,2006,"Konferans: Zafer Yenal: “Türkiye’de Yemeğin Tarihini Yeniden Düşünmek”: Darphane-i Amire, İstanbul",Konferans/Söyleşi,event,1,verified,
TV01122,4. Dönem (2006–2010),4. DÖNEM,31,23 Mayıs 2006,2006-05-23,,2006,"“Müzecilik ve Sürdürülebilirlik” paneli: Milli Kütüphane, Ankara",Panel,event,1,verified,
TV01123,4. Dönem (2006–2010),4. DÖNEM,32,2006-05-27 00:00:00,,,2006,"Müzecilik Konferansları serisinin sekizincisi gerçekleştirildi. David Anderson, “Kirpi mi, Tilki mi? Kültür Kurumları İçin Stratejik Seçimler” , Darphane",Konferans/Söyleşi,event,1.0,uncertain_date,
TV01124,4. Dönem (2006–2010),4. DÖNEM,32,2006-05-27 00:00:00,,,2006,"Toplumsal Tarih Sayı 150: Karantina İsyanları, Şah Rıza Pehlevi Ziyareti",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01125,4. Dönem (2006–2010),4. DÖNEM,34,2006-06-01 00:00:00,,,2006,İnşaatçıların Tarihi – Türkiye’de Müteahhitlik Hizmetlerinin Gelişimi,Yayın (Vakıf),publication,1,uncertain_date,
TV01126,4. Dönem (2006–2010),4. DÖNEM,35,3 Haziran 2006,2006-06-03,,2006,Yeni Yönetim Kurulu'nun ilk toplantısı ve görev dağılımı,,organizational,,uncertain_category,
TV01127,4. Dönem (2006–2010),4. DÖNEM,36,8 - 18 Haziran 2006,2006-06-08,2006-06-18,2006,"Gezici Sergi: Bira’nın Sergisi (ilk durak İstanbul): İstanbul (devamında Ankara, İzmir vb.)",Sergi,event,1.0,verified,
TV01128,4. Dönem (2006–2010),4. DÖNEM,37,13 - 24 Haziran 2006,2006-06-13,2006-06-24,2006,"Festival / Performans: Transit İstanbul Doğaçlama Günleri: Çeşitli mekânlar, Darphane dahil",,chronology,,uncertain_category,
TV01129,4. Dönem (2006–2010),4. DÖNEM,38,2026-06-17 00:00:00,,,2026,İstanbul Dergisi Sayı 56 – Avrupa Kültür Başkeni 2010 teması,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01130,4. Dönem (2006–2010),4. DÖNEM,40,1 Temmuz 2006,2006-07-01,,2006,"Yaz Projeleri Gönüllü Katılım Toplantısı, Darphane-i Amire, İstanbul",İç Toplantı,organizational,1,verified,
TV01131,4. Dönem (2006–2010),4. DÖNEM,40,1 Temmuz 2006,2006-07-01,,2006,"Öğretmenler Platformu 9-10. sınıf tarih müfredatı değerlendirmesi, Talim ve Terbiye Kurulu / Tarih Vakfı.",Resmi Toplantı,publication,,verified,
TV01132,4. Dönem (2006–2010),4. DÖNEM,42,Ağustos 2006,,,2006,Ankara Temsilciliği'nin Çankaya'ya taşınması: Ankara (Küçükesat'tan Çankaya'ya),,organizational,,uncertain_category,
TV01133,4. Dönem (2006–2010),4. DÖNEM,43,17-22 Ağustos,2006-08-17,2006-08-22,2006,Efes Pilsen ile Biranın Sergisi : Darphane.,Sergi,event,1,verified,
TV01134,4. Dönem (2006–2010),4. DÖNEM,44,18 Ağustos - 2 Eylül,,,2006,Etkinlik: Tarih Vakfı ve İnsan Yerleşimleri Derneği işbirliğiyle “Haydarpaşa 0 noktası”,Gösteri,event,1.0,uncertain_date,
TV01135,4. Dönem (2006–2010),4. DÖNEM,44,18 Ağustos - 2 Eylül,,,2006,İstanbul' Dergisi Sayı 57: Kentsel Dönüşüm Özel Sayısı,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01136,4. Dönem (2006–2010),4. DÖNEM,46,14 Ekim 2006,2006-10-14,,2006,Tarih Vakfı 15. yıl kutlaması,15. YIL KUTLAMASI,event,,verified,
TV01137,4. Dönem (2006–2010),4. DÖNEM,47,17 Ekim 2006,2006-10-17,,2006,"Konferans: Prof. Randolph Starn: “Müzeler Krizde mi?”:Yapı Kredi Kültür Merkezi, İstanbul",Konferans/Söyleşi,event,1,verified,
TV01138,4. Dönem (2006–2010),4. DÖNEM,49,27 Ekim - 5 Kasım 2006,,,2006,25. İstanbul Kitap Fuarı’na katılım,Fuar,event,1.0,uncertain_date,
TV01139,4. Dönem (2006–2010),4. DÖNEM,49,27 Ekim - 5 Kasım 2006,,,2006,Toplumsal Tarih Sayı 155  Tarih Kırım Savaşı'nın Rus/Sovyet tarih yazımı,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01140,4. Dönem (2006–2010),4. DÖNEM,51,3 Kasım 2006,2006-11-03,,2006,"Bir Barış Çağrısı Olarak Sema' Gösterisi, Darphane-i Amire, İstanbul",Gösteri,event,1,verified,
TV01141,4. Dönem (2006–2010),4. DÖNEM,52,8-12 Kasım 2006,2006-11-08,2006-11-12,2006,"Dans Atölyesi: 'İstanbul Tango Ritual' Etkinliği, İstanbul , Çeşitli Mekanlar",Dans,event,,verified,
TV01142,4. Dönem (2006–2010),4. DÖNEM,53,Aralık 2006,,,2006,"Antalya Kent Belleği Merkezi Açılışı 
Etkinliği- Antalya",,chronology,,uncertain_category,
TV01143,4. Dönem (2006–2010),4. DÖNEM,54,21 Aralık 2006,2006-12-21,,2006,"Tarihçinin Gündemi 1. Toplantı - 
Tülün Değirmenci",Konferans/Söyleşi,event,1,verified,
TV01144,4. Dönem (2006–2010),4. DÖNEM,55,31 Aralık 2006- 01 Ocak 2007,,,2006,"Tarih Vakfı Yılbaşı Yemeği: Vakıf mensupları yılbaşı buluşması-Darphane-i Amire, İstanbul",,organizational,,uncertain_date,
TV01145,4. Dönem (2006–2010),4. DÖNEM,55,31 Aralık 2006- 01 Ocak 2007,,,2006,Kitap Lansmanı:Harun Reşid' André Clot - Arap Biliminin Altın Çağıİstanbul (Yurt,Yayın (Yurt Yayınları),publication,1,uncertain_date,
TV01146,4. Dönem (2006–2010),4. DÖNEM,56,31 Aralık 2006- 01 Ocak 2007,,,2006,Kitap Lansmanı:Harun Reşid' André Clot - Arap Biliminin Altın Çağıİstanbul (Yurt,Basın Toplantısı,publication,1,uncertain_date,
TV01147,4. Dönem (2006–2010),4. DÖNEM,57,2007.0,,,2007,İzmir - Allianoi:Europa Nostra'nın Allianoi antik kentinin su altında kalmasını önleme çağrısı :Kültürel Miras Çağrısı,,chronology,,uncertain_date,
TV01148,4. Dönem (2006–2010),4. DÖNEM,57,2007.0,,,2007,Toplumsal Tarih: Sayı 157.,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01149,4. Dönem (2006–2010),4. DÖNEM,58,Ocak 2007,,,2007,Mardin'in İnsan Manzarası Projesi: Mardin (Tarih Vakfı koordinasyonu) Proje Başkangıcı.- Mardin odaklı sosyal ve kültürel bellek projesi,Proje (Diğer),project,1,needs_review,
TV01150,4. Dönem (2006–2010),4. DÖNEM,59,12 Ocak 2007,2007-01-12,,2007,Dergi Tanıtımı: 'İstanbul' Dergisi Sayı 58: İstanbul 'cool şehir' olarak,D_İstanbul Dergisi,publication,1,verified,
TV01151,4. Dönem (2006–2010),4. DÖNEM,60,12 Ocak 2007,2007-01-12,,2007,Dergi Tanıtımı: 'İstanbul' Dergisi Sayı 58: İstanbul 'cool şehir' olarak,Basın Toplantısı,publication,1,verified,
TV01152,4. Dönem (2006–2010),4. DÖNEM,62,19 Ocak 2007,2007-01-19,,2007,"Antalya Kent Konseyi - Kent Müzesi Buluşması,Kent yönetimi ve müzecilik paneli: AKM Perge Salonu, Antalya",Panel,event,1.0,verified,
TV01153,4. Dönem (2006–2010),4. DÖNEM,62,19 Ocak 2007,2007-01-19,,2007,Türkiye’de Sözlü Tarih Çalışmaları' kitabı,Yayın (Vakıf),publication,1,verified,
TV01154,4. Dönem (2006–2010),4. DÖNEM,64,2007-01-25 00:00:00,,,2007,"Tarihçinin Gündemi 2. Toplantı - Lorans Izabel Baruh: Tarih Vakfı Bilgi Belge Merkezi, İstanbul",Konferans/Söyleşi,event,1,uncertain_date,
TV01155,4. Dönem (2006–2010),4. DÖNEM,66,5 Şubat 2007,2007-02-05,,2007,"Osmanlıca Seminerleri - Orta Seviye, Tarih Vakfı Merkezi, Yıldız - İstanbul",Kurs/Seminer,event,1.0,verified,
TV01156,4. Dönem (2006–2010),4. DÖNEM,67,7 Şubat 2007,2007-02-07,,2007,"Osmanlıca Seminerleri - İleri Seviye-Tarih Vakfı Merkezi, Yıldız - İstanbul",Kurs/Seminer,event,1.0,verified,
TV01157,4. Dönem (2006–2010),4. DÖNEM,68,13 Şubat 2007,2007-02-13,,2007,Tarihi binaların tahliye tehdidine ilişkin açıklama: Basın Açıklaması: Binalar yıkılma raporuyla tehdit altında; 22 Şubat tahliye riski:İstanbul (Tarihi Darphane Binaları),Basın Açıklaması,event,1.0,verified,
TV01158,4. Dönem (2006–2010),4. DÖNEM,69,20 Şubat 2007,2007-02-20,,2007,"Osmanlıca Seminerleri - Başlangıç Seviyesi: Tarih Vakfı Merkezi, Yıldız - İstanbul.",Kurs/Seminer,event,1.0,verified,
TV01159,4. Dönem (2006–2010),4. DÖNEM,70,26-27 Şubat 2007,2007-02-26,2007-02-27,2007,"Acil Basın Bülteni: İstanbul (Darphane Binaları, Eminönü): Binalar acil tahliye riski altında; tahliye işlemleri",Basın Açıklaması,event,1.0,verified,
TV01160,4. Dönem (2006–2010),4. DÖNEM,70,26-27 Şubat 2007,2007-02-26,2007-02-27,2007,Toplumsal Tarih Sayı 159: Kurtuluş Savaşı'nda Sovyet-Ankara ilişkileri,Dergi (Toplumsal Tarih),publication,1,verified,
TV01161,4. Dönem (2006–2010),4. DÖNEM,72,5 Mart - 30 Mayıs 2007,,,2007,Yunan Dili ve Kültürü Semineri,Kurs/Seminer,event,1.0,uncertain_date,
TV01162,4. Dönem (2006–2010),4. DÖNEM,73,18 Mart 2007,2007-03-18,,2007,Olağanüstü Genel Kurul Toplantısı,,organizational,,uncertain_category,
TV01163,4. Dönem (2006–2010),4. DÖNEM,73,18 Mart 2007,2007-03-18,,2007,Toplumsal Tarih Sayı 160: Korsanlık tarihi & Nazım Hikmet,Dergi (Toplumsal Tarih),publication,1,verified,
TV01164,4. Dönem (2006–2010),4. DÖNEM,74,18 Mart 2007,2007-03-18,,2007,"Basın Açıklaması: 11 Yıldır İstanbul
 Müzesi Egelleniyor",Basın Açıklaması,event,1.0,verified,
TV01165,4. Dönem (2006–2010),4. DÖNEM,76,Nisan-Mayıs 2007,,,2007,"Antalya Kent Müzesi Projesi Çalışmaları: Gezi, danışma kurulu ve atölye etkinlikleri: Antalya ve Bursa",Atölye,event,1,needs_review,
TV01166,4. Dönem (2006–2010),4. DÖNEM,77,5 Nisan 2007,2007-04-05,,2007,"Darphane mühürlerinin mahkeme kararıyla sökülmesi- Basın Açıklaması: Mühürler söküldü, binalar İstanbullulara yeniden açıldı:İstanbul (Tarihi Darphane Binaları)",,organizational,,uncertain_category,
TV01167,4. Dönem (2006–2010),4. DÖNEM,78,26 Nisan 2007,2007-04-26,,2007,"Seminer / Toplantı, Tarihçinin Gündemi – 5. Buluşma: Ebubekir Ceylan sunumu: Tarih Vakfı Bilgi Belge Merkezi",Konferans/Söyleşi,event,1.0,verified,
TV01168,4. Dönem (2006–2010),4. DÖNEM,78,26 Nisan 2007,2007-04-26,,2007,Toplumsal Tarih Sayı 161 & İstanbul Sayı 59 (Güvenlik teması),Dergi (Toplumsal Tarih),publication,1,verified,
TV01169,4. Dönem (2006–2010),4. DÖNEM,80,11 Mayıs 2007,2007-05-11,,2007,"Atölye Duyurusu: Tarih Ders Kitapları Nasıl Yazılmalı?' Atölyesi 18-19 Mayıs: Şişli, İstanbul (Notre Dame de Sion Lisesi)",Atölye,event,1.0,verified,
TV01170,4. Dönem (2006–2010),4. DÖNEM,80,11 Mayıs 2007,2007-05-11,,2007,Toplumsal Tarih Sayı 162: Fes-Şapka çatışması ve modernleşme,Dergi (Toplumsal Tarih),publication,1,verified,
TV01171,4. Dönem (2006–2010),4. DÖNEM,82,Haziran 2007,,,2007,"Sergi, ' El Alem' Seramik Sergisi,Ayşegül Akın-Ezgi Hakan Darphane-i Amire Salon 4.1",Sergi,event,1.0,needs_review,
TV01172,4. Dönem (2006–2010),4. DÖNEM,82,Haziran 2007,,,2007,"Toplumsal Tarih Sayı 163: Sultan II. Abdülhamid'in sağlığı, sivil savunma",Dergi (Toplumsal Tarih),publication,1,needs_review,
TV01173,4. Dönem (2006–2010),4. DÖNEM,83,2007-07-02 00:00:00,,,2007,'İstanbul' Dergisi Sayı 60: Neoliberalizmin kentsel taarruzu,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01174,4. Dönem (2006–2010),4. DÖNEM,85,Ağustos 2007 - Şubat 2009,,,2007,"Ders Kitaplarında İnsan Hakları II (DKİH-II): İlk ve ortaöğretim ders kitaplarının insan hakları açısından incelenmesi, anketler, saha çalışmaları , Araştırma Projesi",Proje (Diğer),project,1.0,uncertain_date,
TV01175,4. Dönem (2006–2010),4. DÖNEM,85,Ağustos 2007 - Şubat 2009,,,2007,"Toplumsal Tarih Sayı 164: Antik kentler, zorunlu askerlik, bisiklet tarihi",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01176,4. Dönem (2006–2010),4. DÖNEM,87,2007-08-18 00:00:00,,,2007,Toplumsal Tarih Sayı 165: Osmanlı İmparatorluğu'nda göç olgusu,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01177,4. Dönem (2006–2010),4. DÖNEM,88,2007-09-01 00:00:00,,,2007,Bsasın Bülteni : 'Ders Kitaplarında İnsan Hakları II' projesi yeniden başlama duyurusu,,publication,,uncertain_date,
TV01178,4. Dönem (2006–2010),4. DÖNEM,89,2007-09-13 00:00:00,,,2007,Toplumsal Tarih Sayı 166: Osmanlı/İran'da Modernite & Meşrutiyet,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01179,4. Dönem (2006–2010),4. DÖNEM,91,2007-10-07 00:00:00,,,2007,11. Mehmet Ali Aybar'ı Anma Sempozyumu: 'Politik Özne Olarak Aydın': İstanbul (Bilgi Üniversitesi Santralistanbul),Sempozyum,event,1.0,uncertain_date,
TV01180,4. Dönem (2006–2010),4. DÖNEM,92,2007-10-15 00:00:00,,,2007,Osmanlıca ve Yunanca seminerleri yeni dönem kaydı: İstanbul (Eminönü Bilgi Belge Merkezi),Kurs/Seminer,event,2.0,uncertain_date,
TV01181,4. Dönem (2006–2010),4. DÖNEM,93,17-24 Ekim 2007,2007-10-17,2007-10-24,2007,EUROCLIO Hollandalı Tarih Eğitimcileri Gezisi:Ankara ve İstanbul,,chronology,,uncertain_category,
TV01182,4. Dönem (2006–2010),4. DÖNEM,94,20 Ekim 2007 - 17 Ocak 2008,,,2007,Osmanlıca Kursu (Başlangıç Seviyesi) - 48 saat ( Tarih Vakfı Eminönü Binası),,chronology,,uncertain_date,
TV01183,4. Dönem (2006–2010),4. DÖNEM,95,27 Ekim - 4 Kasım 2007,,,2007,Belleklerde İstanbul Sergisi' 26. İstanbul Kitap Fuarı'nda: İstanbul (TÜYAP Fuar Merkezi),Sergi,event,1.0,uncertain_date,
TV01184,4. Dönem (2006–2010),4. DÖNEM,95,27 Ekim - 4 Kasım 2007,,,2007,'İstanbul' Dergisi Sayı 61: 'Zoraki Metropol' - zorunlu göç,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01185,4. Dönem (2006–2010),4. DÖNEM,96,2007-11-01 00:00:00,,,2007,"Toplumsal Tarih Sayı 167: İki şehzadenin polisiye hikayeleri, 1933 Darülfünun Tasfiyesi",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01186,4. Dönem (2006–2010),4. DÖNEM,98,2007-11-22 00:00:00,,,2007,Sergi Duyurusu: 'Umutlarımız ve Korkularımız Sergisi' Antalya Kent Müzesi için,Sergi,event,1.0,uncertain_date,
TV01187,4. Dönem (2006–2010),4. DÖNEM,98,2007-11-22 00:00:00,,,2007,"Toplumsal Tarih Sayı 168: II. Dünya Savaşı dosyası, Türkiye'nin Yunanistan'a yardımı",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01188,4. Dönem (2006–2010),4. DÖNEM,100,2007-12-26 00:00:00,,,2007,6-7. sınıf öğrencileri için araştırma ve sözlü tarih atölyesi: Avcılar Vali Rıdvan Yenişen İlköğretim Okulu,Atölye,event,1,uncertain_date,
TV01189,4. Dönem (2006–2010),4. DÖNEM,101,2008.0,,,2008,Activeline Dergisi: Röportaj- Prof. Dr. Murat Güvenç Röportajı- İstanbul sosyo-ekonomik atlası çalışmaları üzerine,,publication,,uncertain_date,
TV01190,4. Dönem (2006–2010),4. DÖNEM,103,2008.0,,,2008,Anma Toplantısı: 1933 Üniversite Reformu 75. yıl (Tarih Vakfı & Türk Musevi Cemaati): İstanbul,Panel,event,1.0,uncertain_date,
TV01191,4. Dönem (2006–2010),4. DÖNEM,103,2008.0,,,2008,"Murat Güvenç - 1910-1922 sokak profilleri ve 1990-2000 sayım atlasları, İstanbul Sosyo-Ekonomik Atlasları",,publication,,uncertain_date,
TV01192,4. Dönem (2006–2010),4. DÖNEM,104,2008 (Meşrutiyet'in 100. yılı),,,2008,'İstanbul' Dergisi Sayı 62: Kentte eğlence,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01193,4. Dönem (2006–2010),4. DÖNEM,105,2008.0,,,2008,'İstanbul' Dergisi Sayı 64: Son sayı (1968'in 40. yılı),D_İstanbul Dergisi,publication,1,uncertain_date,
TV01194,4. Dönem (2006–2010),4. DÖNEM,107,2026-01-15 00:00:00,,,2026,"Osmanlıca seminerleri (başlangıç seviyesi başlıyor): Tarih Vakfı, Yıldız Sarayı, İstanbul",Kurs/Seminer,event,1.0,uncertain_date,
TV01195,4. Dönem (2006–2010),4. DÖNEM,108,2008-01-16 00:00:00,,,2008,"İpek Yolu projesi için okul ziyareti (11 öğrenci, 5 öğretmen):Tarih Vakfı Bilgi Belge Merkezi",,chronology,,uncertain_date,
TV01196,4. Dönem (2006–2010),4. DÖNEM,109,2026-01-24 00:00:00,,,2026,"Osmanlıca seminerleri (ileri seviye başlıyor):Tarih Vakfı, Yıldız Sarayı, İstanbul",Kurs/Seminer,event,1.0,uncertain_date,
TV01197,4. Dönem (2006–2010),4. DÖNEM,110,2026-01-31 00:00:00,,,2026,"Kent Müzeciliği: Dün Bugün Yarın' Paneli: Caddebostan Kültür Merkezi (CKM), İstanbul",Panel,event,1.0,uncertain_date,
TV01198,4. Dönem (2006–2010),4. DÖNEM,110,2026-01-31 00:00:00,,,2026,Toplumsal Tarih Sayı 170: 'Sessiz Toprak Reformu' (Osmanlı-Rusya karşılaştırması),Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01199,4. Dönem (2006–2010),4. DÖNEM,112,2026-02-07 00:00:00,,,2026,"Doğan Canku Konseri Tarih Vakfı yararına ('Tarih Dostları' Buluşması 2): Caddebostan Kültür Merkezi (CKM), İstanbul",Konser,event,1.0,uncertain_date,
TV01200,4. Dönem (2006–2010),4. DÖNEM,113,2026-02-18 00:00:00,,,2026,"Osmanlıca Seminerleri yeni dönem (eğitmen: Fatmagül Demirel):Yıldız Sarayı, Beşiktaş",Kurs/Seminer,event,1.0,uncertain_date,
TV01201,4. Dönem (2006–2010),4. DÖNEM,114,2026-02-26 00:00:00,,,2026,"Tarihi Yarımada ve Tarihi Mirası Koruma' Paneli:Caddebostan Kültür Merkezi, İstanbul",Panel,event,1.0,uncertain_date,
TV01202,4. Dönem (2006–2010),4. DÖNEM,114,2026-02-26 00:00:00,,,2026,Toplumsal Tarih Sayı 171: Tıp Tarihi Dosyası,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01203,4. Dönem (2006–2010),4. DÖNEM,115,2026-03-03 00:00:00,,,2026,'İstanbul' Dergisi Sayı 63: Kent yoksulları & barınma hakkı,D_İstanbul Dergisi,publication,1,uncertain_date,
TV01204,4. Dönem (2006–2010),4. DÖNEM,117,2008-04-26 00:00:00,,,2008,7. Olağan Genel Kurul. Murat Güvenç Başkan oldu: (Başkanlık süresi: 2008-2011),,organizational,,uncertain_date,
TV01205,4. Dönem (2006–2010),4. DÖNEM,117,2008-04-26 00:00:00,,,2008,Toplumsal Tarih Sayı 173: 'Eskiçağ'da Trakya ve Traklar' dosyası,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01206,4. Dönem (2006–2010),4. DÖNEM,119,Mayıs 2008,,,2008,Asaf Bayat (Leiden Üniversitesi) kentleşme & modernite söyleşisi,Konferans/Söyleşi,event,1.0,needs_review,
TV01207,4. Dönem (2006–2010),4. DÖNEM,119,Mayıs 2008,,,2008,"Toplumsal Tarih Sayı 174: Suraiya Faroqhi söyleşisi, tarih & kolektif bellek",Dergi (Toplumsal Tarih),publication,1,needs_review,
TV01208,4. Dönem (2006–2010),4. DÖNEM,120,2026-06-01 00:00:00,,,2026,"Toplumsal Tarih Sayı 176: 'Rus-Japon Savaşı' dosyası, 1909 Adana Olayları",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01209,4. Dönem (2006–2010),4. DÖNEM,121,2026-08-08 00:00:00,,,2026,Toplumsal Tarih Sayı 177: 'Berlin'de Türkiyeli Yahudiler' dosyası,Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01210,4. Dönem (2006–2010),4. DÖNEM,123,19-21 Eylül 2008,2008-09-19,2008-09-21,2008,2008'den 1908'e Bakışlar' Sempozyumu (Jön Türk Devrimi'nin 100. yılı): İzmir Ekonomi Üniversitesi Konferans Salonu,Sempozyum,event,1.0,verified,
TV01211,4. Dönem (2006–2010),4. DÖNEM,124,19-23 Eylül 2008,2008-09-19,2008-09-23,2008,İzmir Ekonomi Üniversitesi Fuaye Alanı “Yadigar-I Hürriyet” başlıklı  sergi.,Sergi,event,1.0,verified,
TV01212,4. Dönem (2006–2010),4. DÖNEM,124,19-23 Eylül 2008,2008-09-19,2008-09-23,2008,"Toplumsal Tarih Sayı 178: Cumhuriyet'in ilk yılları, Kıbrıs sorunu",Dergi (Toplumsal Tarih),publication,1,verified,
TV01213,4. Dönem (2006–2010),4. DÖNEM,125,2026-10-01 00:00:00,,,2026,"Toplumsal Tarih Sayı 179: 1908 Manastır Kongresi, Arnavut ulusçuluğu",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01214,4. Dönem (2006–2010),4. DÖNEM,126,2026-11-01 00:00:00,,,2026,"Toplumsal Tarih Sayı 180: Jön Türklerin Paris yılları, Gurgum Krallığı",Dergi (Toplumsal Tarih),publication,1,uncertain_date,
TV01215,4. Dönem (2006–2010),4. DÖNEM,128,2008-12-18,,,2008,"75. Yılında 1933 Üniversite Reformu' Sempozyumu: İstanbul Bilgi Üniversitesi, Dolapdere",Sempozyum,event,1,uncertain_date,
TV01216,4. Dönem (2006–2010),4. DÖNEM,129,29-30 Kasım 2008,2008-11-29,2008-11-30,2008,"İnsan Hakları, Eğitim ve Ders Kitapları Araştırmaları II' Sempozyumu: İstanbul Bilgi Üniversitesi, Dolapdere",Sempozyum,event,1,verified,
TV01217,4. Dönem (2006–2010),4. DÖNEM,130,20-21 Aralık 2008,2008-12-20,2008-12-21,2008,Tarih Öğretimine Yeni Yaklaşımlar' Sempozyumu: İstanbul Kültür Üniversitesi & Kültür Koleji,Sempozyum,event,1,verified,
TV01218,4. Dönem (2006–2010),4. DÖNEM,131,2009-03-12 00:00:00,,,2009,"Basın Toplantısı: Ders Kitaplarında İnsan Hakları II: Tarama Sonuçları Kitabı Tanıtımı: Avrupa Birliği Bilgi Merkezi, Taksim - İstanbul",Basın Toplantısı,event,1,uncertain_date,
